text	sentence	is_ambiguous	explanation
Eye saw a dog in my pyjamas	Eye saw a dog in my pyjamas	True	The sentence is ambiguous because 'eye' can refer to either a body part (the organ of sight) or a pronoun (I). This creates two possible interpretations: 1) someone's eye saw a dog in their pyjamas, or 2) I saw a dog in my pyjamas.
A yo-yo saw a dog in my pyjamas.	A yo-yo saw a dog in my pyjamas.	True	The sentence is ambiguous because it can be interpreted in two ways: 1) A yo-yo (the toy) saw a dog wearing my pyjamas, or 2) A yo-yo (the object) was found in my pyjamas, and a dog was present.
I saw a cat in my pyjamas	I saw a cat in my pyjamas	True	The sentence is ambiguous because it's unclear whether the cat is wearing the pyjamas or the speaker is wearing the pyjamas and saw the cat in them. This is an example of a linguistic phenomenon called 'prepositional phrase attachment ambiguity'.
I saw a friend in my pyjamas	I saw a friend in my pyjamas	True	This sentence can be interpreted in two ways: 1) The speaker saw a friend wearing pyjamas, or 2) The speaker saw a friend (who is not necessarily wearing pyjamas) and the speaker themselves were wearing pyjamas.
I saw a John in my pyjamas	I saw a John in my pyjamas	True	This sentence can be interpreted in two ways: 'I saw a person named John wearing my pyjamas' or 'I saw John while I was wearing my pyjamas'.
I saw a Marry in my pyjamas	I saw a Marry in my pyjamas	True	This sentence is ambiguous because 'Marry' can be interpreted as both a proper noun (a person's name) and a verb (to marry).
I saw a woman in my pyjamas	I saw a woman in my pyjamas	True	The sentence is ambiguous because it can be interpreted as either 'I saw a woman wearing my pyjamas' or 'I saw a woman in a place where my pyjamas are', leaving the reader to disambiguate the meaning.
I saw a man in my pyjamas	I saw a man in my pyjamas	True	This sentence can be interpreted in two ways: either the speaker saw a man wearing pyjamas, or the speaker is describing themselves as wearing pyjamas.
I saw an elephant in my pyjamas	I saw an elephant in my pyjamas	True	This sentence can be interpreted as either 'I saw an elephant wearing my pyjamas' or 'I saw an elephant in a place where I was wearing my pyjamas'.
I saw a fox in my pyjamas	I saw a fox in my pyjamas	True	This sentence can be interpreted as either 'I saw a fox wearing my pyjamas' or 'I saw a fox in the presence of my pyjamas (e.g. in my bedroom)'. The phrase 'in my pyjamas' can be taken as a description of the location or the state of the fox.
I saw a colleague in my pyjamas	I saw a colleague in my pyjamas	True	This sentence can be interpreted in two ways: 1) I saw a colleague wearing pyjamas, or 2) I was wearing pyjamas and saw a colleague. The ambiguity arises from the use of 'my' to refer to either the subject (I) or the colleague.
I saw a person in my pyjamas	I saw a person in my pyjamas	True	The sentence can be interpreted as either 'I saw a person wearing my pyjamas' or 'I saw a person in the room where I was wearing my pyjamas'.
I saw a surfer in my pyjamas	I saw a surfer in my pyjamas	True	This sentence can be interpreted in two ways: either the speaker saw a surfer wearing pyjamas, or the speaker was wearing pyjamas while surfing. The ambiguity arises from the lack of context and the multiple possible meanings of 'in'.
I saw a nurse in my pyjamas.	I saw a nurse in my pyjamas.	True	This sentence can be interpreted as either 'I saw a nurse wearing my pyjamas' or 'I saw a nurse while I was wearing my pyjamas'.
I saw an astronaut in my pyjamas.	I saw an astronaut in my pyjamas.	True	This sentence can be interpreted in more than one way because it is unclear whether the astronaut was wearing the speaker's pyjamas or if the speaker was wearing the pyjamas while seeing the astronaut. The sentence does not provide enough context to disambiguate the meaning.
I saw a chef in my pyjamas.	I saw a chef in my pyjamas.	True	This sentence is ambiguous because it could be interpreted as either 'I saw a chef who was wearing my pyjamas' or 'I saw a chef while I was wearing my pyjamas'.
I saw a plumber in my pyjamas.	I saw a plumber in my pyjamas.	True	This sentence can be interpreted in more than one way because it is unclear whether the plumber was wearing the speaker's pyjamas or if the speaker was wearing the pyjamas while seeing the plumber. The sentence does not provide enough context to disambiguate the meaning.
I saw a musician in my pyjamas.	I saw a musician in my pyjamas.	True	The sentence can be interpreted as either 'I saw a musician wearing my pyjamas' or 'I saw a musician in a place where I was wearing my pyjamas'.
I saw a firefighter in my pyjamas.	I saw a firefighter in my pyjamas.	True	This sentence is ambiguous because it could be interpreted as either the speaker saw a firefighter wearing pyjamas, or the speaker was wearing pyjamas while seeing a firefighter.
I saw my cousin in my pyjamas.	I saw my cousin in my pyjamas.	True	This sentence can be interpreted in two ways: 1) The speaker saw their cousin wearing pyjamas, or 2) The speaker saw their cousin in the speaker's own pyjamas, implying the speaker was in the same location as their cousin and was possibly even interacting with them. The ambiguity arises from the preposition 'in', which can be interpreted as either 'wearing' or 'located'.
I saw my sister in my pyjamas.	I saw my sister in my pyjamas.	True	This sentence is ambiguous because it is unclear whether 'in my pyjamas' refers to the speaker's sister wearing pyjamas or the speaker themselves wearing pyjamas.
I saw my brother in my pyjamas.	I saw my brother in my pyjamas.	True	This sentence can be interpreted in more than one way because it is unclear whether 'in my pyjamas' is describing the state of the speaker when they saw their brother or the state of their brother when they saw him. It could be that the speaker saw their brother wearing their own pyjamas, or it could be that the speaker was wearing their pyjamas when they saw their brother. The sentence is ambiguous because it lacks context or additional information to disambiguate the intended meaning.
I saw a movie in my pyjamas	I saw a movie in my pyjamas	True	The sentence can be interpreted in more than one way, as 'pyjamas' can refer to both the garment worn for sleeping and the act of watching a movie in a casual or relaxed manner, making it ambiguous whether the speaker is describing the clothing they wore while watching the movie or the atmosphere in which they watched it.
I saw a play in my pyjamas	I saw a play in my pyjamas	True	The sentence can be interpreted as either 'I watched a theatrical performance in my pyjamas' or 'I saw a play (a type of garment) in my pyjamas'.
I saw a concert in my pyjamas	I saw a concert in my pyjamas	True	This sentence can be interpreted in more than one way because it is unclear whether the speaker attended a concert while wearing pyjamas, or if the speaker saw a concert that was held in a location that was described as 'my pyjamas' (perhaps a metaphorical or figurative location).
